BASIN NAME,FORMATION,LAT,LONG
Georgina,LONGSIGHT SANDSTONE,-24.3568,140.001
Georgina,LONGSIGHT SANDSTONE,-24.4445,139.3463
Georgina,LONGSIGHT SANDSTONE,-22.9627,140.5167
Georgina,LONGSIGHT SANDSTONE,-23.1558,140.2358
Georgina,HOORAY SANDSTONE,-25.5324,138.9879
Georgina,LONGSIGHT SANDSTONE,-23.9763,140.3678
Georgina,LONGSIGHT SANDSTONE,-24.086,139.3478
Georgina,LONGSIGHT SANDSTONE,-23.8459,138.9872
Georgina,LONGSIGHT SANDSTONE,-23.5626,139.8279
Georgina,LONGSIGHT SANDSTONE,-24.2853,138.9512
Georgina,LONGSIGHT SANDSTONE,-24.1997,139.4559
Diamantina,HOORAY SANDSTONE,-22.4516,143.2674
Diamantina,HUTTON SANDSTONE,-21.9697,142.7231
Diamantina,LONGSIGHT SANDSTONE,-24.6034,139.8136
Diamantina,HOORAY SANDSTONE,-25.8966,139.3519
Diamantina,LONGSIGHT SANDSTONE,-23.1883,140.548
Diamantina,HOORAY SANDSTONE,-25.239,139.5619
Diamantina,HOORAY SANDSTONE,-23.5476,141.3678
Diamantina,,-24.7927,140.2829
Diamantina,LONGSIGHT SANDSTONE,-23.6564,140.8496
Diamantina,HOORAY SANDSTONE,-24.4585,141.39
Diamantina,HUTTON SANDSTONE,-22.3077,142.9003
Coopers Creek,RONLOW BEDS,-23.1063,145.4706
Coopers Creek,PRECIPICE SANDSTONE,-24.1787,145.2853
Coopers Creek,HOORAY SANDSTONE,-24.5756,145.9665
Coopers Creek,HUTTON SANDSTONE,-23.0551,144.699
Coopers Creek,HUTTON SANDSTONE,-24.557,146.4451
Coopers Creek,HOORAY SANDSTONE,-24.8328,146.3132
Coopers Creek,HOORAY SANDSTONE,-23.7492,145.2322
Coopers Creek,BOXVALE SANDSTONE MEMBER,-24.4681,145.6142
Coopers Creek,HUTTON SANDSTONE,-24.5195,146.4725
Coopers Creek,RONLOW BEDS,-22.176,145.2324
Coopers Creek,RONLOW BEDS,-22.8142,145.3636
Coopers Creek,HOORAY SANDSTONE,-27.7189,142.5649
Coopers Creek,HOORAY SANDSTONE,-24.7171,145.1839
Coopers Creek,ADORI SANDSTONE,-24.5407,146.2727
Coopers Creek,HOORAY SANDSTONE,-24.5319,145.3664
Coopers Creek,HUTTON SANDSTONE,-24.7902,145.5445
Coopers Creek,HOORAY SANDSTONE,-22.3992,144.8622
Coopers Creek,HUTTON SANDSTONE,-22.8913,145.043
Coopers Creek,ADORI SANDSTONE,-25.2165,143.5414
Coopers Creek,HOORAY SANDSTONE,-24.0172,144.6526
Coopers Creek,HOORAY SANDSTONE,-26.6694,143.2727
Coopers Creek,HUTTON SANDSTONE,-24.5196,146.4724
Coopers Creek,,-24.0786,143.7283
Coopers Creek,HUTTON SANDSTONE,-23.0931,145.3894
Coopers Creek,HUTTON SANDSTONE,-21.6218,144.1784
Coopers Creek,HUTTON SANDSTONE,-21.7335,144.2071
Coopers Creek,HUTTON SANDSTONE,-21.8851,144.3567
Coopers Creek,RONLOW BEDS,-22.2656,145.1312
Coopers Creek,HUTTON SANDSTONE,-23.3419,144.729
Coopers Creek,PRECIPICE SANDSTONE,-24.5265,145.8946
Coopers Creek,HUTTON SANDSTONE,-24.0405,145.3702
Coopers Creek,HUTTON SANDSTONE,-24.557,146.4451
Coopers Creek,RONLOW BEDS,-23.4127,145.4793
Coopers Creek,HOORAY SANDSTONE,-24.8819,145.549
Coopers Creek,RONLOW BEDS,-21.9778,145.2153
Coopers Creek,HUTTON SANDSTONE,-24.2874,145.1192
Bulloo,HOORAY SANDSTONE,-27.9054,143.323
Bulloo,HOORAY SANDSTONE,-28.8491,144.7619
Bulloo,HOORAY SANDSTONE,-26.9224,144.5376
Bulloo,WYANDRA SANDSTONE MEMBER,-28.6813,143.9382
Bulloo,HOORAY SANDSTONE,-28.3068,143.9152
Normanby,HODGKINSON FORMATION,-15.8644,144.8322
Normanby,HODGKINSON FORMATION,-15.8655,144.8059
Normanby,MCLEAN BASALT,-15.8523,144.8552
Normanby,MCLEAN BASALT,-15.9126,144.8496
Normanby,MCLEAN BASALT,-15.8335,144.8365
Normanby,HODGKINSON FORMATION,-15.8031,144.7226
Normanby,MCLEAN BASALT,-15.8114,144.8501
Jeannie,,-15.1186,145.0769
Endeavour,PIEBALD BASALT,-15.3964,145.0393
Endeavour,PIEBALD BASALT,-15.297,145.0775
Endeavour,HODGKINSON FORMATION,-15.4294,145.1119
Endeavour,HODGKINSON FORMATION,-15.442,145.1252
Daintree,,-16.347,145.4096
Daintree,,-16.4295,145.4046
Daintree,,-16.3907,145.3952
Daintree,,-16.3908,145.3768
Daintree,,-16.4162,145.3851
Daintree,,-16.4037,145.3773
Daintree,,-16.3801,145.3738
Daintree,,-16.3714,145.3798
Daintree,,-16.4201,145.4076
Daintree,,-16.4201,145.4076
Daintree,,-16.3714,145.3798
Daintree,,-16.3748,145.366
Daintree,,-16.3801,145.3738
Mossman,HODGKINSON FORMATION,-16.7556,145.6622
Mossman,,-16.5239,145.468
Mossman,,-16.4927,145.3888
Mossman,,-16.5104,145.4426
Mossman,,-16.4744,145.3525
Mossman,,-16.4419,145.3729
Mossman,,-16.4419,145.3729
Mossman,,-16.4473,145.3943
Mossman,,-16.4473,145.3943
Mossman,,-16.5634,145.4649
Mossman,,-16.5426,145.4714
Mossman,,-16.4604,145.3783
Mossman,,-16.5614,145.4674
Mossman,,-16.5241,145.4681
Mossman,,-16.4499,145.4049
Mossman,,-16.5131,145.4387
Mossman,,-16.4818,145.3917
Mossman,,-16.4649,145.3733
Mossman,,-16.5527,145.4822
Mossman,,-16.5077,145.4051
Mossman,,-16.5383,145.4589
Mossman,,-16.5314,145.4644
Mossman,,-16.5474,145.4722
Mossman,,-16.4663,145.3663
Mossman,,-16.4833,145.3886
Mossman,,-16.4835,145.4111
Mossman,,-16.4658,145.406
Mossman,,-16.5053,145.434
Mossman,,-16.436,145.3831
Barron,,-17.2028,145.4817
Barron,ATHERTON BASALT,-17.1939,145.4958
Barron,ATHERTON BASALT,-17.2752,145.5786
Barron,ATHERTON BASALT,-17.2363,145.507
Barron,,-17.318,145.549
Barron,,-16.8309,145.7178
Barron,,-16.8309,145.7178
Barron,,-16.8685,145.7158
Barron,,-16.8685,145.7158
Barron,ATHERTON BASALT,-17.2853,145.4961
Barron,,-17.2514,145.5036
Barron,,-16.8558,145.6953
Barron,ATHERTON BASALT,-17.2111,145.4761
Barron,ATHERTON BASALT,-17.3087,145.535
Barron,,-17.2482,145.4795
Barron,,-16.9084,145.4176
Barron,ATHERTON BASALT,-17.2558,145.5244
Barron,,-16.8282,145.729
Barron,,-16.8282,145.729
Barron,,-16.8429,145.7393
Barron,,-16.8429,145.7393
Barron,,-16.8854,145.4111
Barron,,-17.2706,145.5233
Barron,ATHERTON BASALT,-17.3046,145.5742
Barron,,-17.2822,145.6069
Barron,,-16.8202,145.7201
Barron,BARRON RIVER ALLUVIUM,-16.8481,145.6978
Barron,,-17.2331,145.4708
Barron,,-16.9644,145.4103
Barron,BARRON RIVER METAMORPHICS,-17.2042,145.5261
Barron,,-17.1844,145.4636
Barron,ATHERTON BASALT,-17.2092,145.485
Barron,,-17.2886,145.5694
Barron,ATHERTON BASALT,-17.3083,145.5348
Barron,ATHERTON BASALT,-17.217,145.4795
Barron,,-17.214,145.5093
Barron,,-17.2422,145.5183
Barron,,-17.2156,145.5356
Barron,ATHERTON BASALT,-17.2131,145.4756
Barron,ATHERTON BASALT,-17.2131,145.4756
Barron,,-17.2325,145.4619
Barron,ATHERTON BASALT,-17.294,145.5922
Barron,ATHERTON BASALT,-17.1933,145.5075
Barron,,-17.22,145.4947
Barron,,-16.8576,145.6972
Barron,,-16.862,145.7345
Barron,ATHERTON BASALT,-17.2333,145.4986
Barron,,-17.2333,145.5361
Barron,,-17.1803,145.4875
Barron,ATHERTON BASALT,-17.311,145.4832
Barron,BARRON RIVER ALLUVIUM,-16.8481,145.6978
Barron,,-16.8767,145.7005
Barron,,-17.3675,145.5417
Barron,BARRON RIVER ALLUVIUM,-16.8503,145.7167
Barron,,-17.2149,145.5492
Barron,ATHERTON BASALT,-17.2173,145.4795
Barron,ATHERTON BASALT,-17.2092,145.485
Barron,,-16.8709,145.7072
Barron,,-17.3019,145.5554
Barron,MAREEBA GRANITE,-17.2933,145.5184
Barron,,-17.4317,145.4937
Barron,ATHERTON BASALT,-17.2118,145.4754
Barron,,-17.2111,145.4779
Barron,ATHERTON BASALT,-17.2501,145.5041
Barron,,-17.2817,145.5108
Barron,,-17.1939,145.4958
Barron,ATHERTON BASALT,-17.2616,145.5379
Barron,,-17.3445,145.5035
Mulgrave - Russell,,-17.4079,145.9517
Mulgrave - Russell,,-17.0705,145.8024
Mulgrave - Russell,,-17.0868,145.8263
Mulgrave - Russell,,-17.1337,145.8572
Mulgrave - Russell,,-17.1401,145.8704
Mulgrave - Russell,,-17.0056,145.8217
Mulgrave - Russell,,-17.0056,145.8217
Mulgrave - Russell,,-17.4061,145.9203
Mulgrave - Russell,,-17.4061,145.9203
Mulgrave - Russell,,-17.4018,145.9107
Mulgrave - Russell,,-17.0868,145.8259
Mulgrave - Russell,,-17.0526,145.7828
Mulgrave - Russell,,-17.3486,145.935
Mulgrave - Russell,,-17.3486,145.935
Mulgrave - Russell,,-17.0644,145.8197
Mulgrave - Russell,MULGRAVE RIVER ALLUVIUM,-17.2035,145.9133
Mulgrave - Russell,MULGRAVE RIVER ALLUVIUM,-17.127,145.8235
Mulgrave - Russell,,-17.1877,145.9024
Mulgrave - Russell,,-17.3961,145.9462
Mulgrave - Russell,,-17.063,145.8079
Mulgrave - Russell,,-17.0269,145.8058
Mulgrave - Russell,,-17.0269,145.8058
Mulgrave - Russell,ATHERTON BASALT,-17.2727,145.9432
Mulgrave - Russell,,-17.2751,145.9366
Mulgrave - Russell,,-17.2751,145.9366
Mulgrave - Russell,,-17.3513,145.9276
Mulgrave - Russell,,-17.3513,145.9276
Mulgrave - Russell,,-17.0745,145.835
Mulgrave - Russell,,-17.4093,145.9823
Mulgrave - Russell,,-17.4093,145.9823
Mulgrave - Russell,RUSSELL RIVER ALLUVIUM,-17.3197,145.9488
Mulgrave - Russell,,-17.102,145.8447
Mulgrave - Russell,RUSSELL RIVER ALLUVIUM,-17.2728,145.9432
Mulgrave - Russell,,-17.1017,145.7963
Mulgrave - Russell,MULGRAVE RIVER ALLUVIUM,-17.1651,145.8969
Mulgrave - Russell,,-17.3659,145.9185
Mulgrave - Russell,,-17.0677,145.7829
Mulgrave - Russell,,-17.3905,145.9597
Mulgrave - Russell,,-17.0564,145.7949
Mulgrave - Russell,,-17.2185,145.9162
Mulgrave - Russell,,-17.2185,145.9162
Mulgrave - Russell,,-17.1159,145.838
Mulgrave - Russell,MULGRAVE RIVER ALLUVIUM,-17.1567,145.8678
Mulgrave - Russell,,-17.0815,145.8048
Mulgrave - Russell,,-17.4041,145.9317
Mulgrave - Russell,STONY CREEK ALLUVIUM,-17.0458,145.7389
Mulgrave - Russell,MULGRAVE RIVER ALLUVIUM,-17.1271,145.8234
Mulgrave - Russell,,-17.0997,145.7795
Mulgrave - Russell,MULGRAVE RIVER ALLUVIUM,-17.0391,145.8251
Mulgrave - Russell,MULGRAVE RIVER ALLUVIUM,-17.2073,145.9263
Mulgrave - Russell,WRIGHTS CREEK ALLUVIUM,-17.0259,145.7709
Mulgrave - Russell,GREENHILL BASALT,-17.0391,145.8251
Mulgrave - Russell,,-17.0355,145.7929
Mulgrave - Russell,,-17.3562,145.9124
Mulgrave - Russell,,-17.0512,145.7731
Mulgrave - Russell,,-17.082,145.7757
Mulgrave - Russell,,-17.0174,145.7979
Mulgrave - Russell,,-17.0174,145.7979
Johnstone,,-17.7358,145.9901
Johnstone,,-17.3385,145.6442
Johnstone,,-17.3553,145.5833
Johnstone,,-17.6155,146.0723
Johnstone,,-17.5151,145.9948
Johnstone,,-17.7337,145.9516
Johnstone,,-17.7643,146.0679
Johnstone,,-17.5525,145.9965
Johnstone,,-17.5869,146.0971
Johnstone,,-17.5068,146.005
Johnstone,,-17.361,145.6226
Johnstone,ATHERTON BASALT,-17.3767,145.6637
Johnstone,,-17.7429,146.0153
Johnstone,,-17.6915,146.0749
Johnstone,,-17.7067,146.0164
Johnstone,,-17.4814,145.9918
Johnstone,,-17.5782,146.0766
Johnstone,ATHERTON BASALT,-17.3389,145.6251
Johnstone,,-17.5472,146.0487
Johnstone,,-17.8071,146.0026
Johnstone,,-17.6123,146.031
Johnstone,,-17.5051,146.0479
Johnstone,,-17.6443,146.0364
Johnstone,LIVERPOOL CREEK ALLUVIUM,-17.7314,146.0091
Johnstone,ATHERTON BASALT,-17.3413,145.5663
Johnstone,,-17.628,146.029
Johnstone,,-17.7555,145.9876
Johnstone,,-17.5782,146.0766
Johnstone,,-17.5799,146.0041
Johnstone,,-17.3614,145.6227
Johnstone,,-17.5516,146.0186
Johnstone,,-17.3306,145.6594
Johnstone,ATHERTON BASALT,-17.3633,145.6436
Johnstone,SOUTH JOHNSTONE RIVER ALLUVIUM,-17.6104,146.014
Johnstone,,-17.5876,146.0486
Johnstone,ATHERTON BASALT,-17.3169,145.6617
Johnstone,,-17.5504,146.0326
Johnstone,,-17.4995,145.9935
Johnstone,,-17.5472,146.0487
Johnstone,,-17.6478,146.0465
Johnstone,MORESBY RIVER ALLUVIUM,-17.6057,146.0886
Johnstone,,-17.5787,145.9883
Johnstone,,-17.5845,145.985
Johnstone,ATHERTON BASALT,-17.3768,145.6637
Johnstone,,-17.7483,146.0282
Johnstone,,-17.79,146.0456
Johnstone,,-17.3181,145.6167
Johnstone,ATHERTON BASALT,-17.647,145.9565
Johnstone,,-17.5933,146.0775
Johnstone,,-17.5914,146.0646
Johnstone,ATHERTON BASALT,-17.607,145.5474
Johnstone,ATHERTON BASALT,-17.3722,145.5406
Johnstone,,-17.5305,145.9792
Johnstone,,-17.7491,146.0439
Johnstone,,-17.7871,146.0215
Johnstone,,-17.4972,145.6136
Johnstone,ATHERTON BASALT,-17.3844,145.5622
Johnstone,,-17.5869,146.0971
Johnstone,HODGKINSON FORMATION,-17.7314,146.0091
Johnstone,,-17.7187,146.04
Tully,,-17.9751,145.8271
Tully,,-17.9907,145.8387
Tully,,-18.0489,145.9888
Tully,,-17.8604,146.0948
Tully,TULLY RIVER ALLUVIUM,-18.0016,146.0156
Tully,,-18.0388,145.9747
Tully,,-18.0031,145.8686
Tully,,-17.9793,145.8776
Tully,,-17.9561,145.828
Tully,,-17.997,145.8535
Tully,,-18.0489,145.9888
Tully,TULLY RIVER ALLUVIUM,-18.0224,145.9803
Tully,,-17.9563,145.8613
Murray,,-18.0296,145.9239
Murray,,-18.0626,145.8502
Murray,,-18.2258,145.9283
Murray,,-18.2237,145.9089
Murray,,-18.2237,145.9089
Murray,,-18.0486,145.8899
Murray,,-18.0889,145.8632
Murray,,-18.0649,145.8684
Murray,,-18.0649,145.8684
Murray,,-18.0607,145.8335
Murray,,-18.0599,145.9072
Murray,,-18.0302,145.9234
Murray,,-18.0437,145.948
Murray,,-18.0368,145.8799
Murray,,-18.0437,145.948
Murray,,-18.0545,145.867
Murray,,-18.0889,145.8632
Murray,MURRAY RIVER ALLUVIUM,-18.1132,145.95
Murray,MURRAY RIVER ALLUVIUM,-18.1056,145.9377
Murray,,-18.0359,145.8683
Murray,,-18.0359,145.8683
Murray,,-18.0545,145.867
Murray,,-18.0777,145.83
Murray,,-18.0607,145.8335
Murray,,-18.0284,145.9248
Murray,,-18.0359,145.8683
Murray,MURRAY RIVER ALLUVIUM,-18.0862,145.9071
Murray,CARRUCHAN GRANITE,-18.0897,145.9502
Herbert,,-18.7667,146.1752
Herbert,ATHERTON BASALT,-17.5137,145.4505
Herbert,,-18.6882,146.2489
Herbert,,-18.6485,146.2762
Herbert,,-18.6843,146.1739
Herbert,,-18.6843,146.1739
Herbert,,-18.556,146.0268
Herbert,,-18.556,146.0268
Herbert,,-18.6397,145.9988
Herbert,,-18.5838,146.1999
Herbert,,-18.5838,146.1999
Herbert,,-18.5838,146.1999
Herbert,,-18.7259,145.9721
Herbert,,-17.7232,145.2521
Herbert,,-17.5218,145.4114
Herbert,ATHERTON BASALT,-17.5437,145.3991
Herbert,,-18.6606,146.0195
Herbert,,-18.674,146.0301
Herbert,SEYMOUR RIVER ALLUVIUM,-18.5677,146.187
Herbert,,-18.7677,145.9486
Herbert,PALM CREEK ALLUVIUM,-18.7254,146.2209
Herbert,ATHERTON BASALT,-17.5168,145.4016
Herbert,,-18.6301,146.0743
Herbert,,-18.6301,146.0743
Herbert,,-18.701,146.2804
Herbert,,-18.4941,146.0023
Herbert,HERBERT RIVER ALLUVIUM,-18.6685,146.1532
Herbert,,-18.7207,145.9554
Herbert,,-18.6752,146.2093
Herbert,,-18.6506,146.1776
Herbert,,-18.6506,146.1776
Herbert,,-18.5674,146.3
Herbert,,-18.5674,146.3
Herbert,ATHERTON BASALT,-17.5658,145.4538
Herbert,,-18.5897,146.2432
Herbert,,-18.5897,146.2432
Herbert,,-18.6247,146.0355
Herbert,,-18.6247,146.0355
Herbert,,-18.6271,146.1257
Herbert,,-18.4745,145.8834
Herbert,,-18.7013,145.9636
Herbert,,-18.7013,145.9636
Herbert,,-18.6452,146.0273
Herbert,,-18.5905,146.0432
Herbert,,-18.7358,145.9535
Herbert,,-18.4941,146.0022
Herbert,,-18.4941,146.0022
Herbert,,-18.7894,146.2157
Herbert,,-18.7894,146.2157
Herbert,,-18.6438,146.2268
Herbert,,-18.8204,146.143
Herbert,WATERVIEW CREEK ALLUVIUM,-18.8345,146.2154
Herbert,WATERVIEW CREEK ALLUVIUM,-18.8345,146.2154
Herbert,,-18.5636,146.2359
Herbert,,-18.5636,146.2359
Herbert,KALUNGA GRANODIORITE,-17.4339,145.403
Herbert,,-18.63,146.2234
Herbert,,-18.63,146.2234
Herbert,,-18.6629,146.2192
Herbert,,-18.6389,146.0693
Herbert,,-18.7011,146.2803
Herbert,,-18.5941,146.1272
Herbert,,-18.683,145.9695
Herbert,,-18.619,146.0234
Herbert,ATHERTON BASALT,-17.5186,145.4733
Herbert,,-18.6921,146.0239
Herbert,,-18.6921,146.0239
Herbert,FRANCIS CREEK ALLUVIUM,-18.737,146.1384
Herbert,,-18.8372,146.1892
Herbert,,-18.8372,146.1892
Herbert,,-18.6109,146.1776
Herbert,,-18.6498,146.0134
Herbert,WATERVIEW CREEK ALLUVIUM,-18.8714,146.2034
Herbert,,-18.6531,146.1194
Herbert,,-18.683,145.9695
Herbert,,-18.687,145.9941
Herbert,,-18.7245,145.9624
Herbert,,-18.6882,146.2489
Herbert,LOTTERY CREEK ALLUVIUM,-18.6696,146.1702
Herbert,,-18.727,145.9307
Herbert,,-18.727,145.9307
Herbert,,-18.6975,146.2645
Herbert,,-18.6975,146.2645
Herbert,,-18.5941,146.1272
Herbert,,-18.6349,146.0121
Herbert,,-18.7156,145.9372
Herbert,,-18.7156,145.9372
Herbert,,-18.6058,146.09
Herbert,,-18.6058,146.09
Herbert,,-18.7012,145.9575
Herbert,ATHERTON BASALT,-17.5571,145.4335
Herbert,,-18.6898,146.0036
Herbert,GLEN GORDON VOLCANICS,-17.6125,145.4908
Herbert,,-18.6858,145.9869
Herbert,,-18.6294,146.0487
Herbert,,-18.6294,146.0487
Herbert,,-18.6282,145.9973
Black,,-19.2177,146.6045
Black,,-19.2177,146.6045
Black,,-19.2635,146.5989
Black,,-19.2635,146.5989
Black,,-19.2823,146.6109
Black,,-19.2823,146.6109
Black,,-19.3016,146.5954
Black,,-19.3016,146.5954
Black,,-19.2783,146.6121
Black,,-19.2138,146.6396
Black,,-19.2138,146.6396
Black,,-19.2666,146.6192
Black,,-19.2666,146.6192
Black,,-19.3215,146.5845
Black,,-19.2643,146.6325
Black,,-19.292,146.5938
Black,,-19.292,146.5938
Black,,-19.2274,146.6196
Ross,,-19.3206,146.6139
Ross,,-19.3206,146.6139
Ross,,-19.3312,146.6144
Ross,,-19.3195,146.639
Ross,,-19.2457,146.653
Ross,,-19.2457,146.653
Ross,,-19.2457,146.653
Ross,,-19.265,146.6504
Ross,,-19.265,146.6504
Ross,,-19.3175,146.6743
Haughton,,-19.529,147.2745
Haughton,,-19.5452,147.1649
Haughton,,-19.5452,147.1649
Haughton,,-19.5574,147.2733
Haughton,,-19.827,147.1874
Haughton,,-19.5434,147.1796
Haughton,,-19.6788,147.2076
Haughton,,-19.6788,147.2076
Haughton,,-19.5348,147.3879
Haughton,,-19.5348,147.3879
Haughton,,-19.5348,147.3879
Haughton,,-19.5348,147.3879
Haughton,,-19.5348,147.3879
Haughton,,-19.6275,147.4859
Haughton,,-19.5202,147.0556
Haughton,,-19.6551,147.1393
Haughton,,-19.6448,147.154
Haughton,,-19.595,147.3883
Haughton,,-19.6271,147.3145
Haughton,,-19.6199,147.4754
Haughton,,-19.6714,147.0971
Haughton,,-19.6714,147.0971
Haughton,,-19.6749,146.9312
Haughton,,-19.5655,147.1003
Haughton,,-19.8108,147.1711
Haughton,,-19.554,147.3595
Haughton,,-19.5841,147.1756
Haughton,,-19.5841,147.1756
Haughton,,-19.5128,147.1101
Haughton,,-19.5246,147.2141
Haughton,,-19.5246,147.2141
Haughton,,-19.6309,147.2515
Haughton,,-19.6309,147.2515
Haughton,,-19.5949,147.2329
Haughton,,-19.8066,147.1753
Haughton,,-19.7515,147.1328
Haughton,,-19.4468,147.2341
Haughton,,-19.4468,147.2341
Haughton,,-19.6516,147.2827
Haughton,,-19.6519,147.1151
Haughton,,-19.5927,147.2854
Haughton,,-19.7955,147.1053
Haughton,,-19.5693,147.2136
Haughton,,-19.7307,147.1252
Haughton,BURDEKIN RIVER ALLUVIUM,-19.5952,147.4127
Haughton,,-19.7733,147.1346
Haughton,,-19.6774,147.1195
Haughton,,-19.5346,147.1708
Haughton,,-19.6403,147.5145
Haughton,,-19.6264,147.5098
Haughton,,-19.6264,147.5098
Haughton,,-19.6264,147.5098
Haughton,,-19.6264,147.5098
Haughton,,-19.529,147.2745
Haughton,,-19.5468,147.1409
Haughton,,-19.6117,147.5176
Haughton,,-19.5071,147.3467
Haughton,,-19.5284,147.2979
Haughton,,-19.6202,147.1604
Haughton,,-19.5648,147.1689
Haughton,,-19.5693,147.2133
Haughton,,-19.5424,147.4381
Haughton,,-19.6074,147.304
Haughton,,-19.5785,147.3455
Haughton,,-19.6754,147.2193
Haughton,,-19.6754,147.2193
Haughton,,-19.706,147.1586
Haughton,,-19.5587,147.2909
Haughton,,-19.5587,147.2909
Haughton,,-19.5587,147.2909
Haughton,,-19.6457,147.2911
Haughton,,-19.5253,147.2003
Haughton,,-19.5253,147.2003
Haughton,,-19.6401,147.3559
Haughton,,-19.7628,147.1796
Haughton,,-19.8147,147.1573
Haughton,,-19.8147,147.1573
Haughton,,-19.5425,147.4382
Haughton,,-19.5425,147.4382
Haughton,,-19.5425,147.4382
Haughton,,-19.7193,147.1563
Haughton,,-19.5157,147.2647
Haughton,,-19.7435,147.0737
Haughton,,-19.6311,147.5311
Haughton,,-19.6996,147.2285
Haughton,,-19.5346,147.1708
Haughton,,-19.5097,147.4521
Haughton,BURDEKIN RIVER ALLUVIUM,-19.6348,147.2627
Haughton,,-19.5615,147.2377
Haughton,,-19.5615,147.2377
Haughton,,-19.6008,147.2546
Haughton,,-19.589,147.1124
Haughton,,-19.5434,147.1796
Haughton,,-19.5434,147.1796
Haughton,,-19.6094,147.2539
Haughton,,-19.6274,147.2279
Haughton,,-19.6274,147.2279
Haughton,,-19.5332,147.1564
Haughton,,-19.7047,147.1203
Haughton,,-19.6804,147.2305
Haughton,,-19.7628,147.1796
Haughton,,-19.7147,147.0847
Haughton,,-19.5342,147.4544
Haughton,,-19.5342,147.4544
Haughton,,-19.5342,147.4544
Haughton,,-19.5342,147.4544
Haughton,,-19.5768,147.4959
Haughton,,-19.586,147.306
Haughton,,-19.8463,147.1578
Haughton,,-19.509,147.0982
Haughton,,-19.7196,147.1744
Haughton,,-19.6378,147.1673
Haughton,,-19.6378,147.1673
Haughton,,-19.6222,147.1924
Haughton,,-19.6375,147.3816
Haughton,,-19.6108,147.2345
Haughton,,-19.6108,147.2345
Haughton,,-19.6008,147.2546
Haughton,,-19.6008,147.2546
Haughton,,-19.5598,147.0794
Haughton,,-19.7478,147.0575
Haughton,BARRATTA CREEK ALLUVIUM,-19.739,147.1767
Haughton,,-19.6309,147.2515
Haughton,,-19.6052,147.32
Haughton,,-19.6236,147.3716
Haughton,,-19.6465,147.2255
Haughton,,-19.6465,147.2255
Haughton,,-19.5167,147.1473
Haughton,,-19.5726,147.2663
Haughton,,-19.5726,147.2663
Haughton,,-19.5469,147.1409
Haughton,,-19.6145,147.2729
Haughton,,-19.5269,147.4655
Haughton,,-19.5269,147.4655
Haughton,,-19.5269,147.4655
Haughton,,-19.5269,147.4655
Haughton,,-19.5269,147.4655
Haughton,,-19.4969,147.3736
Haughton,,-19.4969,147.3736
Haughton,,-19.4969,147.3736
Haughton,,-19.4969,147.3736
Haughton,,-19.4969,147.3736
Haughton,,-19.566,147.1785
Haughton,,-19.5596,147.4686
Haughton,,-19.6415,147.3653
Haughton,,-19.6487,147.167
Haughton,,-19.5284,147.2979
Haughton,,-19.5731,147.2745
Haughton,,-19.7564,147.1221
Haughton,,-19.5224,147.3437
Haughton,,-19.5469,147.1409
Haughton,,-19.5802,147.1573
Haughton,,-19.5253,147.2002
Haughton,,-19.6129,147.5325
Haughton,,-19.6996,147.2283
Haughton,,-19.5928,147.1367
Haughton,,-19.6458,147.3533
Haughton,,-19.6131,147.1572
Haughton,,-19.6131,147.1572
Haughton,,-19.6129,147.1437
Haughton,,-19.5167,147.1473
Haughton,,-19.6241,147.1293
Haughton,,-19.5388,147.4296
Haughton,,-19.5144,147.4256
Haughton,,-19.6003,147.4743
Haughton,,-19.5158,147.2648
Haughton,,-19.5794,147.3682
Haughton,,-19.5794,147.3682
Haughton,,-19.5632,147.3368
Haughton,,-19.6414,147.3653
Haughton,,-19.569,147.5033
Haughton,,-19.5957,147.3154
Haughton,,-19.522,147.1778
Haughton,,-19.5228,147.3225
Haughton,,-19.7733,147.1346
Haughton,,-19.552,147.2923
Haughton,,-19.5693,147.2133
Haughton,,-19.6516,147.2827
Haughton,,-19.5902,147.2556
Haughton,,-19.5869,147.2462
Haughton,,-19.5869,147.2462
Haughton,,-19.711,147.2048
Haughton,,-19.6936,147.17
Haughton,,-19.5333,147.1564
Haughton,,-19.8315,147.1404
Haughton,,-19.5081,147.4309
Haughton,,-19.7955,147.1053
Haughton,,-19.5333,147.1564
Haughton,,-19.5333,147.1564
Haughton,,-19.7098,146.9274
Haughton,,-19.6541,147.3419
Haughton,,-19.6532,147.3309
Haughton,,-19.8138,147.1433
Haughton,,-19.5468,147.2018
Haughton,,-19.7099,147.0391
Haughton,,-19.4468,147.2341
Haughton,,-19.4468,147.2341
Haughton,,-19.6326,147.3886
Haughton,,-19.5951,147.4414
Haughton,,-19.6788,147.2076
Haughton,,-19.5167,147.1474
Haughton,,-19.5167,147.1474
Haughton,,-19.6828,147.2493
Haughton,,-19.6828,147.2493
Haughton,,-19.7357,147.0451
Haughton,,-19.6084,147.4109
Haughton,,-19.647,147.2334
Haughton,,-19.5559,147.1788
Haughton,,-19.6481,147.2454
Haughton,,-19.6481,147.2454
Haughton,,-19.8663,147.1765
Haughton,,-19.6606,147.3463
Haughton,,-19.6996,147.2285
Haughton,,-19.6992,147.1377
Haughton,,-19.5585,147.2906
Haughton,,-19.6267,147.5098
Haughton,,-19.5434,147.1796
Haughton,,-19.4969,147.3736
Haughton,,-19.5325,147.1807
Haughton,,-19.7021,147.0998
Haughton,,-19.5792,147.4774
